NACA 0009
  1.000000  0.000945
  0.999615  0.000986
  0.998459  0.001107
  0.996534  0.001309
  0.993844  0.001590
  0.990393  0.001950
  0.986185  0.002386
  0.981228  0.002898
  0.975528  0.003482
  0.969096  0.004136
  0.961940  0.004858
  0.954072  0.005645
  0.945503  0.006493
  0.936248  0.007400
  0.926320  0.008362
  0.915735  0.009375
  0.904508  0.010436
  0.892658  0.011541
  0.880203  0.012686
  0.867161  0.013867
  0.853553  0.015080
  0.839400  0.016322
  0.824724  0.017589
  0.809547  0.018876
  0.793893  0.020179
  0.777785  0.021494
  0.761249  0.022818
  0.744311  0.024145
  0.726995  0.025472
  0.709330  0.026794
  0.691342  0.028107
  0.673059  0.029407
  0.654508  0.030688
  0.635720  0.031947
  0.616723  0.033178
  0.597545  0.034376
  0.578217  0.035537
  0.558769  0.036656
  0.539230  0.037727
  0.519630  0.038745
  0.500000  0.039705
  0.480370  0.040602
  0.460770  0.041430
  0.441231  0.042185
  0.421783  0.042861
  0.402455  0.043453
  0.383277  0.043957
  0.364280  0.044368
  0.345492  0.044681
  0.326941  0.044893
  0.308658  0.045000
  0.290670  0.044999
  0.273005  0.044886
  0.255689  0.044660
  0.238751  0.044319
  0.222215  0.043861
  0.206107  0.043286
  0.190453  0.042592
  0.175276  0.041782
  0.160600  0.040855
  0.146447  0.039812
  0.132839  0.038657
  0.119797  0.037390
  0.107342  0.036016
  0.095492  0.034537
  0.084265  0.032956
  0.073680  0.031279
  0.063752  0.029509
  0.054497  0.027650
  0.045928  0.025707
  0.038060  0.023685
  0.030904  0.021588
  0.024472  0.019420
  0.018772  0.017186
  0.013815  0.014890
  0.009607  0.012536
  0.006156  0.010128
  0.003466  0.007667
  0.001541  0.005158
  0.000385  0.002601
  0.000000  0.000000
  0.000385  -0.002601
  0.001541  -0.005158
  0.003466  -0.007667
  0.006156  -0.010128
  0.009607  -0.012536
  0.013815  -0.014890
  0.018772  -0.017186
  0.024472  -0.019420
  0.030904  -0.021588
  0.038060  -0.023685
  0.045928  -0.025707
  0.054497  -0.027650
  0.063752  -0.029509
  0.073680  -0.031279
  0.084265  -0.032956
  0.095492  -0.034537
  0.107342  -0.036016
  0.119797  -0.037390
  0.132839  -0.038657
  0.146447  -0.039812
  0.160600  -0.040855
  0.175276  -0.041782
  0.190453  -0.042592
  0.206107  -0.043286
  0.222215  -0.043861
  0.238751  -0.044319
  0.255689  -0.044660
  0.273005  -0.044886
  0.290670  -0.044999
  0.308658  -0.045000
  0.326941  -0.044893
  0.345492  -0.044681
  0.364280  -0.044368
  0.383277  -0.043957
  0.402455  -0.043453
  0.421783  -0.042861
  0.441231  -0.042185
  0.460770  -0.041430
  0.480370  -0.040602
  0.500000  -0.039705
  0.519630  -0.038745
  0.539230  -0.037727
  0.558769  -0.036656
  0.578217  -0.035537
  0.597545  -0.034376
  0.616723  -0.033178
  0.635720  -0.031947
  0.654508  -0.030688
  0.673059  -0.029407
  0.691342  -0.028107
  0.709330  -0.026794
  0.726995  -0.025472
  0.744311  -0.024145
  0.761249  -0.022818
  0.777785  -0.021494
  0.793893  -0.020179
  0.809547  -0.018876
  0.824724  -0.017589
  0.839400  -0.016322
  0.853553  -0.015080
  0.867161  -0.013867
  0.880203  -0.012686
  0.892658  -0.011541
  0.904508  -0.010436
  0.915735  -0.009375
  0.926320  -0.008362
  0.936248  -0.007400
  0.945503  -0.006493
  0.954072  -0.005645
  0.961940  -0.004858
  0.969096  -0.004136
  0.975528  -0.003482
  0.981228  -0.002898
  0.986185  -0.002386
  0.990393  -0.001950
  0.993844  -0.001590
  0.996534  -0.001309
  0.998459  -0.001107
  0.999615  -0.000986
  1.000000  -0.000945
