NACA 4412
  1.000167  0.001249
  0.999788  0.001354
  0.998653  0.001668
  0.996764  0.002191
  0.994122  0.002919
  0.990731  0.003849
  0.986596  0.004976
  0.981723  0.006296
  0.976117  0.007801
  0.969788  0.009486
  0.962742  0.011341
  0.954991  0.013360
  0.946545  0.015531
  0.937416  0.017846
  0.927615  0.020294
  0.917158  0.022865
  0.906059  0.025547
  0.894333  0.028328
  0.881998  0.031197
  0.869070  0.034141
  0.855570  0.037149
  0.841515  0.040208
  0.826928  0.043305
  0.811828  0.046428
  0.796239  0.049564
  0.780183  0.052701
  0.763684  0.055826
  0.746767  0.058927
  0.729457  0.061992
  0.711780  0.065010
  0.693763  0.067967
  0.675433  0.070852
  0.656819  0.073655
  0.637948  0.076363
  0.618851  0.078967
  0.599555  0.081455
  0.580092  0.083817
  0.560492  0.086043
  0.540785  0.088125
  0.521003  0.090052
  0.501176  0.091816
  0.481337  0.093410
  0.461516  0.094825
  0.441747  0.096056
  0.422059  0.097095
  0.402486  0.097937
  0.382787  0.098537
  0.363223  0.098829
  0.343868  0.098810
  0.324756  0.098483
  0.305921  0.097852
  0.287395  0.096920
  0.269212  0.095696
  0.251404  0.094186
  0.234002  0.092400
  0.217037  0.090350
  0.200538  0.088046
  0.184535  0.085503
  0.169056  0.082736
  0.154125  0.079759
  0.139770  0.076589
  0.126014  0.073245
  0.112880  0.069743
  0.100389  0.066103
  0.088560  0.062343
  0.077413  0.058482
  0.066964  0.054540
  0.057229  0.050535
  0.048221  0.046485
  0.039953  0.042410
  0.032437  0.038325
  0.025681  0.034248
  0.019693  0.030193
  0.014482  0.026176
  0.010051  0.022209
  0.006405  0.018304
  0.003547  0.014471
  0.001478  0.010718
  0.000198  0.007052
  -0.000294  0.003478
  0.000000  0.000000
  0.001065  -0.003324
  0.002885  -0.006437
  0.005454  -0.009337
  0.008765  -0.012027
  0.012810  -0.014507
  0.017579  -0.016779
  0.023063  -0.018843
  0.029250  -0.020704
  0.036128  -0.022363
  0.043684  -0.023825
  0.051904  -0.025093
  0.060773  -0.026172
  0.070275  -0.027066
  0.080396  -0.027782
  0.091117  -0.028326
  0.102423  -0.028706
  0.114294  -0.028927
  0.126714  -0.029000
  0.139663  -0.028932
  0.153123  -0.028734
  0.167074  -0.028415
  0.181496  -0.027986
  0.196371  -0.027458
  0.211676  -0.026843
  0.227393  -0.026154
  0.243500  -0.025401
  0.259975  -0.024599
  0.276797  -0.023760
  0.293945  -0.022897
  0.311396  -0.022023
  0.329127  -0.021152
  0.347115  -0.020295
  0.365336  -0.019467
  0.383767  -0.018677
  0.402423  -0.017938
  0.421506  -0.017200
  0.440716  -0.016433
  0.460025  -0.015646
  0.479403  -0.014845
  0.498824  -0.014038
  0.518257  -0.013232
  0.537674  -0.012432
  0.557045  -0.011645
  0.576342  -0.010875
  0.595535  -0.010127
  0.614595  -0.009404
  0.633492  -0.008711
  0.652198  -0.008049
  0.670684  -0.007421
  0.688920  -0.006829
  0.706880  -0.006273
  0.724534  -0.005754
  0.741855  -0.005272
  0.758815  -0.004826
  0.775388  -0.004416
  0.791547  -0.004042
  0.807266  -0.003701
  0.822520  -0.003392
  0.837285  -0.003113
  0.851537  -0.002863
  0.865252  -0.002639
  0.878408  -0.002440
  0.890984  -0.002264
  0.902958  -0.002109
  0.914312  -0.001972
  0.925025  -0.001853
  0.935080  -0.001749
  0.944461  -0.001659
  0.953152  -0.001581
  0.961137  -0.001514
  0.968404  -0.001457
  0.974939  -0.001409
  0.980733  -0.001368
  0.985774  -0.001335
  0.990054  -0.001307
  0.993567  -0.001286
  0.996305  -0.001269
  0.998264  -0.001258
  0.999441  -0.001251
  0.999833  -0.001249
